Date,Open,High,Low,Close,Adj Close,Volume,ds,trend,yearly,weekly,LR_KMeans_Prediction,Random_Forest_Prediction,Residual_Cluster,Prophet_Forecast
2013-06-24,19.299999,20.573999,19.059999,20.298,20.298,35599000,2013-06-24,22.036106346572144,-15.208375172493911,0.09055894212283137,19.918353546236297,20.26312250562941,0,6.918290116201064
2013-06-25,20.620001,20.84,20.110001,20.48,20.48,29243500,2013-06-25,22.09003772461003,-14.765045673492677,-0.14411885724345155,20.168467102682083,20.503026670891508,0,7.180873193873904
2013-06-26,20.76,21.174,20.532,21.143999,21.143999,33013000,2013-06-26,22.143969102647926,-14.276791239005153,0.007037805281438376,20.41456953033429,20.93253014395728,0,7.874215668924213
2013-06-27,21.35,22.049999,21.226,21.85,21.85,43724500,2013-06-27,22.19790048068582,-13.750150336366474,-0.7764225259028895,20.66040845137905,21.464186671706933,0,7.671327618416457
2013-06-28,21.714001,21.888,21.341999,21.472,21.472,28743000,2013-06-28,22.25183185872372,-13.193060369083002,-1.5915505664910812,20.92720043711963,21.485243119855184,0,7.467220923149636
2013-07-01,21.872,23.554001,21.83,23.436001,23.436001,54518000,2013-07-01,22.413625992837407,-11.434744705875291,0.09055894212377778,21.48756637665875,23.19259552805724,0,11.069440229085894
2013-07-02,23.65,24.378,23.1,23.563999,23.563999,60320500,2013-07-02,22.467557373975357,-10.855048012793944,-0.14411885724488707,23.33389713399932,23.44400659919809,0,11.468390503936526
2013-07-03,23.6,23.85,22.854,23.048,23.048,24033500,2013-07-03,22.521488755113307,-10.296987108436896,0.0070378052805857546,23.494577935073856,23.355098937879312,0,12.231539451956996
2013-07-05,23.664,24.056,23.139999,24.018,24.018,34093500,2013-07-05,22.629351517389214,-9.288483698055828,-1.5915505664925869,22.270348629545648,23.976339356323056,0,11.7493172528408
2013-07-08,24.274,24.436001,23.764,24.322001,24.322001,39071000,2013-07-08,22.791145660803064,-8.183160459008853,0.09055894211995652,24.081464217321233,24.190237241023024,0,14.698544143914168
2013-07-09,24.927999,25.063999,24.382,24.690001,24.690001,43016500,2013-07-09,22.84507704194101,-7.951466997744425,-0.1441188572441039,24.251393767035964,24.60522707618617,0,14.749491186952483
2013-07-10,24.638,24.65,24.158001,24.454,24.454,28000500,2013-07-10,22.89900842307897,-7.7951825759920865,0.007037805282888326,24.72133440919717,24.655096805417408,0,15.110863652369773
2013-07-11,24.976,25.218,24.469999,25.122,25.122,37418000,2013-07-11,22.95293980421692,-7.715767189625944,-0.7764225259028584,24.027275321343676,24.9405746135022,0,14.460750088688119
2013-07-12,25.1,25.988001,24.902,25.98,25.98,56720000,2013-07-12,23.00687118535487,-7.712737799203085,-1.591550566491347,24.300420074727683,25.350107426102525,0,13.70258281966044
2013-07-15,26.606001,26.652,25.364,25.452,25.452,49612000,2013-07-15,23.16866532876873,-8.128367072643558,0.09055894212336695,25.97595457910884,25.265936357656237,0,15.130857198248538
2013-07-16,25.256001,25.264,21.459999,21.809999,21.809999,161859500,2013-07-16,23.22259670990668,-8.388324186920679,-0.1441188572455395,25.31206183551086,23.350286409927776,0,14.690153665740459
2013-07-17,21.304001,24.323999,20.9,24.049999,24.049999,130145000,2013-07-17,23.276528091044625,-8.694980710898815,0.007037805282035704,21.857772132590952,24.107854097475535,0,14.588585185427846
2013-07-18,24.194,24.546,23.236,23.806,23.806,56990500,2013-07-18,23.330459472182575,-9.038030719467875,-0.7764225259035803,23.71716213754422,24.02854307566096,0,13.51600622681112
2013-07-19,23.700001,24.110001,23.302,23.936001,23.936001,29451500,2013-07-19,23.384390853320525,-9.406272854624488,-1.5915505664907357,22.941732261145084,23.98051212201647,0,12.3865674322053
2013-07-22,23.978001,25.336,23.976,24.486,24.486,48989000,2013-07-22,23.546184996734382,-10.543142684089512,0.0905589421219294,23.919452487384785,24.24358436280488,0,13.0936012547668
2013-07-23,24.799999,25.112,24.364,24.548,24.548,38682000,2013-07-23,23.600116377872332,-10.893055372783119,-0.14411885724445136,24.212468375375806,24.477030019889376,0,12.562942147844764
2013-07-24,24.893999,24.9,23.912001,24.34,24.34,34345000,2013-07-24,23.654047759010282,-11.209637407953002,0.00703780528334674,24.397288787430266,24.52959593955805,0,12.451448156340627
2013-07-25,24.08,24.950001,24.038,24.813999,24.813999,26421500,2013-07-25,23.70797914014824,-11.482877511038089,-0.7764225259043022,23.91155563713215,24.9015138788061,0,11.44867910320585
2013-07-26,25.628,26.136,25.322001,25.878,25.878,48165500,2013-07-26,23.76191052128619,-11.703989097443705,-1.591550566495615,23.899164689922436,25.667836994225272,0,10.466370857346869
2013-07-29,25.864,27.073999,25.65,26.924,26.924,48394500,2013-07-29,23.92370466470004,-11.989418559966088,0.09055894212049183,25.781226346559112,26.371902509320577,0,12.024845046854443
2013-07-30,26.959999,27.497999,25.636,26.348,26.348,65635000,2013-07-30,23.977636045837997,-11.945488288076154,-0.14411885724336337,26.66543007913253,26.683954020644634,0,11.888028900518481
2013-07-31,26.514,26.993999,26.290001,26.856001,26.856001,31758500,2013-07-31,24.031567426975947,-11.830051327620435,0.007037805281322064,26.163819347170616,26.96796451280474,0,12.208553904636833
2013-08-01,27.0,27.304001,26.525999,27.110001,27.110001,26618000,2013-08-01,24.085498808113897,-11.644694671810882,-0.7764225259035494,26.31803010838158,26.94595295673225,0,11.664381610399463
2013-08-02,26.917999,27.65,26.722,27.6,27.6,31349500,2013-08-02,24.139430189251847,-11.392765637884038,-1.5915505664943759,26.165258588694606,27.26532455946041,0,11.155113984873434
2013-08-05,28.002001,28.978001,27.93,28.936001,28.936001,51003500,2013-08-05,24.301224332665704,-10.29441945429971,0.09055894212398241,27.53651395978831,28.304890262713958,0,14.097363820489978
2013-08-06,28.950001,29.146,28.219999,28.43,28.43,46272500,2013-08-06,24.355155713803654,-9.839484653408823,-0.14411885724368959,28.679898231317978,28.113076068430495,0,14.37155220315114
2013-08-07,28.378,28.389999,26.472,26.846001,26.846001,91061000,2013-08-07,24.409087094941604,-9.355174863522459,0.007037805282632966,28.2353517138996,27.752581790884687,0,15.06095003670178
2013-08-08,30.870001,31.775999,30.091999,30.695999,30.695999,136234000,2013-08-08,24.463018476079554,-8.85134314383607,-0.7764225259042712,26.38206059155745,28.909249772761946,0,14.835252806339213
2013-08-09,30.48,31.190001,30.25,30.6,30.6,44638500,2013-08-09,24.51694985721751,-8.337987615342273,-1.5915505664931362,29.75461151022151,29.766257426779084,0,14.587411675382103
2013-08-12,29.886,30.1,28.41,29.476,29.476,74561000,2013-08-12,24.67874400063136,-6.83682907847044,0.09055894212254513,30.437670982415554,29.435806020510373,0,17.932473864283466
2013-08-13,29.9,29.968,28.889999,29.086,29.086,43744500,2013-08-13,24.73267538176931,-6.378223493220004,-0.1441188572451251,29.309260364564704,29.147325289814354,0,18.21033303130418
2013-08-14,28.544001,28.968,27.610001,27.872,27.872,58469000,2013-08-14,24.78660676290727,-5.952481539918591,0.007037805281780478,28.96824953701252,28.36577598831067,0,18.841163028270458
2013-08-15,27.285999,28.719999,27.0,27.934,27.934,50896000,2013-08-15,24.84053814404522,-5.56492654486056,-0.7764225259063683,27.486624713886034,28.491022428900013,0,18.49918907327829
2013-08-16,28.326,28.782,28.194,28.4,28.4,35540500,2013-08-16,24.89446952518317,-5.219451669437294,-1.5915505664949559,27.21328589084214,28.411810626657125,0,18.08346728925092
2013-08-19,28.686001,29.476,28.566,28.98,28.98,40188500,2013-08-19,25.056263668597026,-4.451801320358715,0.09055894212110756,28.364622480896127,28.86846933054353,0,20.69502129035942
2013-08-20,29.73,29.955999,29.4,29.916,29.916,32091000,2013-08-20,25.110195049734976,-4.28346276841986,-0.14411885724656065,28.800368397928164,29.226886445249296,0,20.682613424068556
2013-08-21,30.0,30.062,29.25,29.572001,29.572001,31331500,2013-08-21,25.164126430872926,-4.15439496769044,0.00703780528092809,29.79588424574379,29.81954393936114,0,21.016769268463413
2013-08-22,29.844,31.496,29.628,31.42,31.42,52962000,2013-08-22,25.218057812010876,-4.060091732115865,-0.7764225258986402,29.07399164696512,30.350262610256017,0,20.381543553996373
2013-08-23,31.4,32.459999,31.0,32.368,32.368,64659500,2013-08-23,25.271989193148826,-3.995104136782895,-1.5915505664940306,30.543056468055386,32.72278928980421,0,19.6853344898719
2013-08-26,33.029999,34.599998,32.049999,32.844002,32.844002,120855500,2013-08-26,25.433783336562684,-3.9123297426986783,0.09055894212205398,32.275223117596376,33.12515350447879,0,21.61201253598606
2013-08-27,32.459999,33.759998,32.189999,33.402,33.402,87834500,2013-08-27,25.487714717700634,-3.8996259374931617,-0.14411885724688694,32.649741816876215,33.26549216874894,0,21.443969922960584
2013-08-28,33.812,34.299999,32.650002,33.290001,33.290001,73700500,2013-08-28,25.541646098838584,-3.8834015724541335,0.007037805281066871,33.25650593382627,33.38121595801067,0,21.665282331665516
2013-08-29,32.844002,33.549999,32.501999,33.212002,33.212002,47180000,2013-08-29,25.59557747997654,-3.8577924464467226,-0.7764225259007371,32.76489696309222,33.46971668540098,0,20.96136250762908
2013-08-30,33.273998,33.841999,32.792,33.799999,33.799999,55142000,2013-08-30,25.64950886111449,-3.817740110195333,-1.5915505664931051,32.328527868010234,33.595125543436396,0,20.240218184426052
2013-09-03,34.68,34.740002,33.279999,33.787998,33.787998,60305500,2013-09-03,25.865234385666298,-3.4502607834809806,-0.1441188572457988,33.598182157164985,33.62955989351543,0,22.27085474493952
2013-09-04,33.953999,34.324001,33.112,34.124001,34.124001,57378500,2013-09-04,25.919165766804248,-3.3021345481274795,0.007037805282377873,33.63465696348659,33.52866739654118,0,22.624069023959148
2013-09-05,34.02,34.299999,33.650002,33.986,33.986,33426500,2013-09-05,25.973097147942198,-3.1345262679557475,-0.7764225259014591,33.57009845477861,33.81483893947961,0,22.06214835408499
2013-09-06,33.714001,33.939999,33.029999,33.394001,33.394001,43098500,2013-09-06,26.027028529080145,-2.951281909281949,-1.5915505664918654,33.003627169916,33.716653559040004,0,21.48419605330633
2013-09-09,32.624001,32.900002,31.702,32.139999,32.139999,71722500,2013-09-09,26.188822672494005,-2.3628843705531737,0.090558942121643,33.32231099256973,33.44998499152051,0,23.916497244062477
2013-09-10,32.290001,33.5,32.125999,33.273998,33.273998,44839000,2013-09-10,26.242754053631952,-2.1764795134618207,-0.14411885724471074,32.00356818224369,33.21235412149733,0,23.92215568292542
2013-09-11,33.282001,33.580002,32.425999,32.703999,32.703999,29162500,2013-09-11,26.296685434769902,-2.0075361887054717,0.0070378052836889415,33.195320368111304,33.38919512440089,0,24.29618705134812
2013-09-12,32.799999,33.352001,32.102001,32.986,32.986,30800000,2013-09-12,26.350616815907852,-1.8638212416625397,-0.776422525900706,32.18903332031071,33.243657960816684,0,23.710373048344607
2013-09-13,32.554001,33.273998,32.431999,33.108002,33.108002,27006000,2013-09-13,26.404548197045813,-1.7528365233901995,-1.5915505664939993,32.07548592186009,33.37884672970158,0,23.060161107161612
2013-09-16,33.599998,34.169998,33.169998,33.316002,33.316002,37874500,2013-09-16,26.56634234045966,-1.6812492884450894,0.09055894212020574,33.002821062655755,33.335676774841524,0,24.975651994134775
2013-09-17,33.015999,33.683998,32.672001,33.245998,33.245998,27484500,2013-09-17,26.62027372159761,-1.7609429276580861,-0.1441188572461463,33.13319362625766,33.48356096566119,0,24.715211936693375
2013-09-18,33.414001,33.490002,32.84,33.243999,33.243999,27198500,2013-09-18,26.674205102735566,-1.89719620001142,0.0070378052826555685,33.16225237731597,33.42671430735602,0,24.7840467080068
2013-09-19,34.16,36.094002,33.816002,35.584,35.584,77973000,2013-09-19,26.728136483873516,-2.0904252112231845,-0.7764225259014281,32.740485356303054,33.70273191245099,0,23.861288746748905
2013-09-20,35.779999,37.166,35.712002,36.678001,36.678001,67008500,2013-09-20,26.782067865011467,-2.33923312788463,-1.5915505664927596,34.61981581580629,35.99836210662991,0,22.851284170634077
2013-09-23,36.896,37.096001,35.422001,36.222,36.222,40867000,2013-09-23,26.943862008425324,-3.3771280304010682,0.09055894212361587,36.44638510521836,36.13743343731389,0,23.65729292014787
2013-09-24,35.827999,36.992001,35.529999,36.466,36.466,31367000,2013-09-24,26.997793389563274,-3.7971476509459126,-0.14411885724394888,35.89946432845771,36.196036595324756,0,23.05652688137341
2013-09-25,36.712002,37.259998,36.099998,37.048,37.048,41263500,2013-09-25,27.051724770701224,-4.238475426441267,0.00703780527963949,36.234859617484936,36.21814247404905,0,22.820287149539595
2013-09-26,37.34,37.936001,37.122002,37.728001,37.728001,33072000,2013-09-26,27.105656151839174,-4.689557885376549,-0.7764225259021499,36.432878055396735,37.785140410182805,0,21.639675740560477
2013-09-27,37.504002,38.256001,37.285999,38.18,38.18,29582000,2013-09-27,27.159587532977124,-5.1377688269232635,-1.5915505664918344,36.689266227484296,37.91027983981701,0,20.430268139562028
2013-09-30,37.799999,38.900002,37.599998,38.674,38.674,44623500,2013-09-30,27.32138167639098,-6.329273276234299,0.09055894212217859,37.86591237177899,38.49131694345914,0,21.08266734227886
2013-10-01,38.792,38.846001,37.674,38.599998,38.599998,38779500,2013-10-01,27.37531305752893,-6.629270870842595,-0.14411885724538442,38.19936011663142,38.695960537264135,0,20.60192332944095
2013-10-02,37.717999,38.366001,35.080002,36.189999,36.189999,103877000,2013-10-02,27.42924443866688,-6.858457091184983,0.007037805280950559,38.22436702857743,38.165663334924695,0,20.57782515276285
2013-10-03,35.009998,35.938,33.599998,34.661999,34.661999,119082500,2013-10-03,27.48317581980484,-7.004749387167656,-0.7764225259028719,35.503815783706656,35.83480594877631,0,19.702003906734312
2013-10-04,35.279999,36.236,34.529999,36.195999,36.195999,72070000,2013-10-04,27.53710720094279,-7.057375857122142,-1.5915505664933403,33.65731636254225,34.83843239032927,0,18.888180777327307
2013-10-07,36.492001,37.346001,36.051998,36.613998,36.613998,57428000,2013-10-07,27.69890134435664,-6.571321522224945,0.09055894212074117,35.98353723922574,36.12430017786424,0,21.218138764252434
2013-10-08,36.880001,37.186001,34.641998,34.945999,34.945999,68786000,2013-10-08,27.752832725494596,-6.177583152079786,-0.14411885724429638,36.19208368913786,35.9670551228735,0,21.431130716170514
2013-10-09,34.945999,34.998001,32.299999,33.756001,33.756001,76582500,2013-10-09,27.806764106632546,-5.665147055199368,0.007037805283252897,34.61820752777611,34.4620547948104,0,22.14865485671643
2013-10-10,34.618,35.150002,33.938,34.585999,34.585999,44419500,2013-10-10,27.860695487770496,-5.03591675001433,-0.776422525902119,33.103384845458486,33.91262109605288,0,22.048356211854045
2013-10-11,34.549999,35.858002,34.240002,35.740002,35.740002,41555500,2013-10-11,27.914626868908446,-4.294207394042912,-1.5915505664924148,33.61689408062585,34.59663793159636,0,22.02886890837312
2013-10-14,35.0,36.5,34.830002,35.944,35.944,38848000,2013-10-14,28.076421012322303,-1.471433363694776,0.09055894211930363,35.66931316383517,35.94205599322433,0,26.69554659074683
2013-10-15,37.056,37.757999,36.636002,36.787998,36.787998,54892500,2013-10-15,28.130352393460253,-0.3671378631802337,-0.14411885724714624,35.68678851879934,36.0891381170548,0,27.619095673032874
2013-10-16,36.98,37.459999,36.417999,36.712002,36.712002,41027000,2013-10-16,28.184283774598203,0.7967488588197742,0.007037805282400409,36.599246598194384,37.04368461917342,0,28.988070438700376
2013-10-17,36.708,36.959999,36.198002,36.560001,36.560001,33525000,2013-10-17,28.238215155736153,2.0051204440380617,-0.7764225259014659,36.21567804242634,36.339400273840255,0,29.46691307387275
2013-10-18,36.830002,37.192001,36.504002,36.68,36.68,29654000,2013-10-18,28.292146536874103,3.242136693422725,-1.591550566491489,35.77435841469809,36.156324046187144,0,29.942732663805337
2013-10-21,36.655998,36.678001,34.200001,34.52,34.52,57660500,2013-10-21,28.45394068028796,6.963789156315883,0.09055894212271404,36.81922598976849,35.836511588835386,0,35.50828877872656
2013-10-22,34.099998,35.556,33.222,34.307999,34.307999,56933500,2013-10-22,28.50787206142591,8.155898087749362,-0.1441188572449488,34.608070268518546,34.445327314139895,0,36.51965129193032
2013-10-23,33.782001,34.362,32.029999,32.900002,32.900002,66602000,2013-10-23,28.561803442563857,9.299996363421686,0.007037805283711444,34.55785087616447,33.90691210061293,0,37.86883761126926
2013-10-24,33.0,34.900002,32.566002,34.630001,34.630001,54128500,2013-10-24,28.615734823701818,10.383843018653224,-0.7764225259035629,32.74560017820793,33.76324321508892,0,38.223155316451475
2013-10-25,34.841999,34.900002,33.360001,33.931999,33.931999,37977500,2013-10-25,28.669666204839768,11.396957189442126,-1.591550566490564,34.080515866248874,34.35148132138675,0,38.47507282779133
2013-10-28,34.035999,34.099998,32.439999,32.571999,32.571999,39208500,2013-10-28,28.831460348253614,13.937803067823008,0.09055894211889264,34.19671909587439,33.5004414725793,0,42.859822358195515
2013-10-29,32.551998,33.09,30.6,32.894001,32.894001,70558500,2013-10-29,28.885391729391575,14.605000439286606,-0.14411885724386075,32.82505943955624,33.249264721388265,0,43.34627331143432
2013-10-30,32.925999,33.535999,31.634001,31.844,31.844,42009000,2013-10-30,28.939323110529525,15.181229148649944,0.007037805280695299,33.28203787801081,33.24629356565137,0,44.127590064460165
2013-10-31,31.134001,32.487999,30.66,31.988001,31.988001,46669000,2013-10-31,28.99325449166747,15.669157157101296,-0.7764225259028099,31.88289025365604,33.082232021920184,0,43.88598912286596
2013-11-01,32.599998,33.18,32.082001,32.433998,32.433998,35903000,2013-11-01,29.04718587280542,16.073486729207648,-1.591550566495129,31.685427278126397,33.07095026743423,0,43.529122035517936
2013-11-04,33.0,35.077999,32.844002,35.040001,35.040001,65602000,2013-11-04,29.20898001621928,16.85772832403779,0.0905589421198392,32.87886885228163,33.320441778161346,0,46.15726728237691
2013-11-05,36.0,36.285999,34.271999,35.362,35.362,112335500,2013-11-05,29.26291139735723,17.00712290698007,-0.14411885724418694,35.32203420816903,34.16684152103622,0,46.12591544709311
2013-11-06,30.962,32.146,29.27,30.232,30.232,155358500,2013-11-06,29.31684277849518,17.118106914960222,0.007037805282997803,35.67911747442115,32.38385530479225,0,46.4419874987384
2013-11-07,28.837999,29.129999,27.524,27.954,27.954,111423500,2013-11-07,29.37077415963313,17.201775838088725,-0.7764225259035318,30.345359432005637,28.517926554655897,0,45.79612747181832
2013-11-08,27.296,28.120001,26.464001,27.59,27.59,112389500,2013-11-08,29.42470554077109,17.269065380444324,-1.5915505664942036,27.89964203049321,28.09436981225103,0,45.10222035472121
2013-11-11,28.200001,29.084,27.42,28.940001,28.940001,69988000,2013-11-11,29.586499684184936,17.472208686288884,0.09055894212324948,28.387357442097844,28.657661284057568,0,47.14926731259707
2013-11-12,28.938,28.940001,27.236,27.559999,27.559999,74926000,2013-11-12,29.640431065322886,17.568043505650053,-0.14411885724562248,29.533392631128514,28.07477209388708,0,47.06435571372732
2013-11-13,28.167999,28.474001,27.268,27.74,27.74,63291500,2013-11-13,29.694362446460836,17.68811531276626,0.007037805282145249,28.035259360077955,27.82773752311557,0,47.38951556450924
2013-11-14,27.784,28.08,26.822001,27.52,27.52,61018500,2013-11-14,29.74829375871952,17.835910591443962,-0.7764225259056287,27.82797636900592,27.989746315276637,0,46.80778182425785
2013-11-15,27.370001,27.59,26.870001,27.09,27.09,49501000,2013-11-15,29.80222507097821,18.012999315746185,-1.591550566492964,27.31853458985966,27.517210351774256,0,46.223673820231426
2013-11-18,27.054001,27.09,23.922001,24.316,24.316,115691000,2013-11-18,29.964019007754267,18.70665360952517,0.0905589421218922,27.87853342059119,25.89440129930951,0,48.761231559401324
2013-11-19,23.886,25.799999,23.844,25.218,25.218,99081000,2013-11-19,30.01795032001295,18.978350811642294,-0.14411885724453447,25.055266531072757,24.994378949101232,0,48.85218227441071
2013-11-20,25.216,25.49,23.812,24.222,24.222,69248000,2013-11-20,30.07188163227163,19.25940553750428,0.007037805281292694,26.03966626292335,24.720126434454446,0,49.338324975057205
2013-11-21,24.577999,24.958,24.049999,24.42,24.42,59519000,2013-11-21,30.125812944530313,19.541336260771978,-0.7764225259049755,24.63082406665082,24.51724892955854,0,48.89072667939732
2013-11-22,24.316,24.549999,23.586,24.275999,24.275999,55483500,2013-11-22,30.179744256789004,19.81477053209784,-1.591550566495098,24.45306813377003,24.535946961493504,0,48.402964222391745
2013-11-25,24.9,25.167999,24.059999,24.167999,24.167999,51336500,2013-11-25,30.34153819356506,20.48435304225383,0.09055894212283866,25.097335542090136,24.42539962857523,0,50.91645017794173
2013-11-26,23.875999,24.544001,23.219999,24.1,24.1,69427500,2013-11-26,30.395469505823744,20.624665234668996,-0.14411885724596996,24.920429406426525,24.382928782537277,0,50.87601588324677
2013-11-27,24.261999,25.389999,23.903999,25.388,25.388,61838000,2013-11-27,30.449400818082427,20.708835536181667,0.007037805281431709,24.995251613834803,24.963800519215983,0,51.165274159545525
2013-11-29,25.954,26.118,25.396,25.455999,25.455999,48581000,2013-11-29,30.5572634425998,20.681981390296244,-1.5915505664938585,25.420843883979572,25.203809625489416,0,49.64769426640218
2013-12-02,25.27,25.709999,24.785999,24.834,24.834,38756000,2013-12-02,30.719057379375855,20.1007011519102,0.09055894212148125,26.31664705369198,25.46028324629391,0,50.91031747340754
2013-12-03,26.535999,28.988001,26.318001,28.940001,28.940001,128412000,2013-12-03,30.772988691634538,19.763446918064066,-0.1441188572437726,25.60720887442469,27.50939269667902,0,50.39231675245483
2013-12-04,28.864,28.886,27.426001,27.790001,27.790001,65738500,2013-12-04,30.82692000389322,19.361491833154805,0.007037805282742611,29.68962154514823,27.694339304785334,0,50.195449642330765
2013-12-05,28.030001,28.67,27.9,28.096001,28.096001,46442000,2013-12-05,30.88085131615191,18.90253771540857,-0.7764225259007197,28.078966606761377,27.840688854407414,0,49.00696650565976
2013-12-06,28.302,28.497999,27.26,27.472,27.472,39548000,2013-12-06,30.934782628410595,18.396461584707165,-1.5915505664926188,28.08715549252672,27.868300721034593,0,47.73969364662514
2013-12-09,27.4,28.34,26.841999,28.32,28.32,45307500,2013-12-09,31.096576565186652,16.722377910158748,0.09055894212242767,28.199802540245628,28.25586163624623,0,47.90951341746783
2013-12-10,28.01,29.174,27.972,28.438,28.438,53741000,2013-12-10,31.15050787744533,16.161981377685546,-0.1441188572452081,29.005831834920137,28.322247018229778,0,47.16837039788567
2013-12-11,28.375999,28.610001,27.898001,27.93,27.93,35689000,2013-12-11,31.204439189704015,15.62755915097378,0.007037805281889956,29.141206427191687,28.17172003416288,0,46.83903614595968
2013-12-12,27.940001,29.648001,27.705999,29.493999,29.493999,53839000,2013-12-12,31.258370501962705,15.135950810365669,-0.7764225259028167,28.140599243151065,29.264653453991368,0,45.617898786425556
2013-12-13,29.610001,30.360001,29.464001,29.530001,29.530001,52959500,2013-12-13,31.31230181422139,14.703729427927053,-1.591550566494753,29.278549831509913,29.676503394625605,0,44.42448067565369
2013-12-16,29.695999,30.086,29.219999,29.587999,29.587999,33376500,2013-12-16,31.474095750997446,13.915509466490487,0.0905589421209904,30.10268185690339,29.60407607703175,0,45.480164159608925
2013-12-17,29.516001,30.926001,29.264,30.492001,30.492001,52475000,2013-12-17,31.52802706325613,13.865362946272667,-0.14411885724664375,30.099790453032806,29.801766381005972,0,45.24927115228215
2013-12-18,30.448,30.98,29.190001,29.596001,29.596001,57909500,2013-12-18,31.581958375514812,13.937889324458444,0.007037805283201225,31.02105795383339,29.86652685569774,0,45.52688550525646
2013-12-19,29.379999,29.4,27.82,28.143999,28.143999,63700000,2013-12-19,31.635889687773503,14.139107397544947,-0.7764225259006887,29.770761168447564,29.018384749046444,0,44.99857455941776
2013-12-20,28.316,28.870001,28.316,28.648001,28.648001,37063000,2013-12-20,31.689821000032186,14.472143301879374,-1.5915505664935135,28.017885852343657,28.713192244729772,0,44.57041373541804
2013-12-23,28.969999,29.247999,28.52,28.709999,28.709999,26927500,2013-12-23,31.85161493680824,16.247222230109365,0.09055894212193666,29.373536533449666,28.936536005856055,0,48.189396109039535
2013-12-24,30.0,30.993999,29.964001,30.282,30.282,49707500,2013-12-24,31.905546249066923,17.07700085450945,-0.1441188572444463,29.308954803231856,29.658804186245465,0,48.83842824633193
2013-12-26,31.007999,31.6,30.858,31.1,31.1,35647500,2013-12-26,32.0134088735843,19.02550081831393,-0.7764225259014105,30.56148484379389,30.53738270290708,0,50.262487165996816
2013-12-27,31.059999,31.1,30.16,30.224001,30.224001,27301000,2013-12-27,32.06734018584298,20.112300718284335,-1.591550566492588,30.87809826985474,31.78320605372975,0,50.588090337634725
2013-12-30,30.224001,30.962,30.15,30.488001,30.488001,22337500,2013-12-30,32.22913412261904,23.590549463460192,0.09055894212296324,31.022701136294877,29.807273098217035,0,55.91024252820219
2013-12-31,30.464001,30.639999,29.732,30.086,30.086,21312000,2013-12-31,32.28306543487772,24.750835886559805,-0.14411885724588183,31.279842297133094,29.954579536929636,0,56.88978246419164
2014-01-02,29.959999,30.496,29.309999,30.02,30.02,30942000,2014-01-02,32.390928059395094,26.94006819590421,-0.7764225259021325,30.620270397142324,29.83330480695051,0,58.55457372939718
2014-01-03,30.0,30.438,29.719999,29.912001,29.912001,23475000,2014-01-03,32.44485937165378,27.92656681221353,-1.5915505664913483,30.204695725640004,29.81738784192054,0,58.779875617375964
2014-01-06,30.0,30.08,29.048,29.4,29.4,26805500,2014-01-06,32.60665330842983,30.230637771528013,0.09055894212152571,30.934725653729057,29.719734790065164,0,62.92785002207937
2014-01-07,29.524,30.08,29.049999,29.872,29.872,25170500,2014-01-07,32.66058462068851,30.731168775477144,-0.14411885724479373,30.314501389487667,29.67468349082644,0,63.24763453892086
2014-01-08,29.77,30.74,29.752001,30.256001,30.256001,30816000,2014-01-08,32.7145159329472,31.080404876140825,0.007037805280462675,30.888064837175524,29.82703650705087,0,63.80195861436849
2014-01-09,30.5,30.686001,29.370001,29.506001,29.506001,26910000,2014-01-09,32.768447245205884,31.272523240317767,-0.7764225259013795,30.83923947970692,29.93730111727731,0,63.26454795962228
2014-01-10,29.691999,29.780001,28.450001,29.143999,29.143999,37230500,2014-01-10,32.82237855746457,31.305043214983726,-1.591550566493168,29.7125781115545,29.51032857601436,0,62.535871205955125
2014-01-13,29.156,29.4,27.563999,27.868,27.868,31580500,2014-01-13,32.984172494240624,30.470408795779395,0.09055894212008839,30.209295993258824,28.818328345891338,0,63.54514023214011
2014-01-14,28.1,32.400002,27.334,32.254002,32.254002,138035000,2014-01-14,33.038103806499315,29.905883740169976,-0.1441188572462294,28.840819856118642,30.782279964683536,0,62.799868689423064
2014-01-15,33.689999,34.445999,32.419998,32.826,32.826,102328000,2014-01-15,33.092035118758,29.21761284480151,0.007037805282765013,33.21546005361858,33.27621913712615,0,62.31668576884228
2014-01-16,32.5,34.540001,32.48,34.194,34.194,59797000,2014-01-16,33.14596643101668,28.420890758365633,-0.7764225259007265,33.18573006293447,33.421694585033876,0,60.79043466348159
2014-01-17,34.037998,34.639999,33.59,34.001999,34.001999,46031000,2014-01-17,33.199897743275365,27.532876793978318,-1.5915505664922425,34.157773392896644,33.89285426625049,0,59.141223970761445
2014-01-21,34.248001,35.458,34.161999,35.335999,35.335999,48673500,2014-01-21,33.41562299231011,23.449103045354686,-0.14411885724655552,34.574894095316004,34.05952111544613,0,56.72060718041824
2014-01-22,35.562,36.063999,34.952,35.712002,35.712002,35113000,2014-01-22,33.469554304568796,22.392762367772143,0.007037805284076316,36.06993158458894,34.637271424643465,0,55.86935447762501
2014-01-23,35.445999,36.476002,34.683998,36.299999,36.299999,39337000,2014-01-23,33.52348561682748,21.359245248106152,-0.7764225259028233,36.02906800453967,35.83560458843065,0,54.106308339030804
2014-01-24,35.57,36.096001,34.706001,34.919998,34.919998,38321500,2014-01-24,33.57741692908617,20.36464348063806,-1.5915505664913174,36.08649509497941,35.915366343944086,0,52.35050984323291
